Produto;Preáo;Pgto.;Nß Parcelas;Parcelamento;Data;Cliente;E-mail;DDD;Estado;Regi∆o;Telefone
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;26/06/2019;Hsieh Martins;hsieh@gmail.com;11;S∆o Paulo;Sudeste;981800000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;26/06/2019;Rosemeri Martins;rosemeri@gmail.com;41;Paran†;Sul;999900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;26/06/2019;Anna Martins;anna@gmail.com;21;Rio de Janeiro;Sudeste;980600000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;26/06/2019;Francielle Martins;francielle@hotmail.com;11;S∆o Paulo;Sudeste;943300000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;27/06/2019;Simonia Martins;simonia@gmail.com;21;Rio de Janeiro;Sudeste;993000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;27/06/2019;Hilton Martins;hilton@yahoo.com.br;12;S∆o Paulo;Sudeste;981500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;27/06/2019;Halysson Martins;halysson@gmail.com;85;Cear†;Nordeste;996200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;27/06/2019;Evelyne Martins;evelyne@gmail.com;21;Rio de Janeiro;Sudeste;981500000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;27/06/2019;Gerson Martins;gerson@hotmail.com;11;S∆o Paulo;Sudeste;998600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;27/06/2019;Flavia Martins;flavia@hotmail.com;31;Minas Gerais;Sudeste;995900000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;27/06/2019;Vinny Martins;vinny@gmail.com;11;S∆o Paulo;Sudeste;982700000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;27/06/2019;Kairo Martins;kairo@gmail.com;61;Distrito Federal;Centro-Oeste;998200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;27/06/2019;Elioenai Martins;elioenai@hotmail.com;91;Par†;Norte;992000000
Produto A;R$ 500;Cart∆o de Credito;8;Parcelado;27/06/2019;Inaldo Martins;inaldo@gmail.com;96;Amap†;Norte;991900000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;28/06/2019;Stephany Martins;stephany@hotmail.com;11;S∆o Paulo;Sudeste;973500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;28/06/2019;Jeane Martins;jeane@hotmail.com;12;S∆o Paulo;Sudeste;991700000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;28/06/2019;Manuella Martins;manuella@hotmail.com;51;Rio Grande do Sul;Sul;996200000
Produto A;R$ 500;Cart∆o de Credito;8;Parcelado;28/06/2019;Kaique Martins;kaique@gmail.com;11;S∆o Paulo;Sudeste;998300000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;28/06/2019;Walber Martins;walber@gmail.com;21;Rio de Janeiro;Sudeste;970400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;29/06/2019;Martila Martins;martila@gmail.com;19;S∆o Paulo;Sudeste;995700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;29/06/2019;Alba Martins;alba@gmail.com;81;Pernambuco;Nordeste;988300000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;29/06/2019;Eleandro Martins;eleandro@hotmail.com;67;Mato Grosso do Sul;Centro-Oeste;999100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;29/06/2019;Arvei Martins;arvei@gmail.com;21;Rio de Janeiro;Sudeste;964300000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;29/06/2019;Natany Martins;natany@hotmail.com;22;Rio de Janeiro;Sudeste;999900000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;30/06/2019;Stefan Martins;stefan@hotmail.com;51;Rio Grande do Sul;Sul;997400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;30/06/2019;Valdeir Martins;valdeir@gmail.com;31;Minas Gerais;Sudeste;994200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;30/06/2019;Èrsula Martins;£rsula@gmail.com;21;Rio de Janeiro;Sudeste;974200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;30/06/2019;Patrize Martins;patrize@gmail.com;21;Rio de Janeiro;Sudeste;998700000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;30/06/2019;Gabriel Martins;gabriel@gmail.com;18;S∆o Paulo;Sudeste;997600000
Produto C;R$ 2.000;Cart∆o de Credito;2;Parcelado;01/07/2019;Hanna Martins;hanna@gmail.com;92;Amazonas;Norte;993700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;01/07/2019;Joseane Martins;joseane@yahoo.com.br;32;Minas Gerais;Sudeste;991400000
Produto B;R$ 1.000;Cart∆o de Credito;7;Parcelado;01/07/2019;Valdemir Martins;valdemir@gmail.com;13;S∆o Paulo;Sudeste;988700000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;01/07/2019;Vitor Martins;vitor@gmail.com;21;Rio de Janeiro;Sudeste;982400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;01/07/2019;Adson Martins;adson@yahoo.com.br;31;Minas Gerais;Sudeste;992000000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;01/07/2019;Rafaelle Martins;rafaelle@gmail.com;31;Minas Gerais;Sudeste;987400000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;01/07/2019;Dea Martins;dea@gmail.com;11;S∆o Paulo;Sudeste;981400000
Produto B;R$ 1.000;Cart∆o de Credito;9;Parcelado;01/07/2019;Jamir Martins;jamir@gmail.com;11;S∆o Paulo;Sudeste;949300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;01/07/2019;Flaviana Martins;flaviana@gmail.com;11;S∆o Paulo;Sudeste;974700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;02/07/2019;Iafra Martins;iafra@gmail.com;11;S∆o Paulo;Sudeste;995800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;02/07/2019;Tain† Martins;taina@gmail.com;21;Rio de Janeiro;Sudeste;995600000
Produto A;R$ 500;Boleto Banc†rio;3;Parcelado;02/07/2019;J£lio Martins;j£lio@gmail.com;21;Rio de Janeiro;Sudeste;993600000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;02/07/2019;Jieying Martins;jieying@gmail.com;71;Bahia;Nordeste;992000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;03/07/2019;Cynthia Martins;cynthia@hotmail.com;81;Pernambuco;Nordeste;998400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;03/07/2019;Valber Martins;valber@gmail.com;86;Piau°;Nordeste;998400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;03/07/2019;Natacha Martins;natacha@gmail.com;31;Minas Gerais;Sudeste;981100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;03/07/2019;Werleson Martins;werleson@gmail.com;31;Minas Gerais;Sudeste;975700000
Produto C;R$ 2.000;Cart∆o de Credito;8;Parcelado;04/07/2019;Joenio Martins;joenio@gmail.com;61;Distrito Federal;Centro-Oeste;991100000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;04/07/2019;Clayton Martins;clayton@gmail.com;15;S∆o Paulo;Sudeste;997700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;04/07/2019;Rogeria Martins;rogeria@gmail.com;31;Minas Gerais;Sudeste;988800000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;04/07/2019;Evelyne Martins;evelyne@gmail.com;21;Rio de Janeiro;Sudeste;981500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;04/07/2019;Joselaine Martins;joselaine@gmail.com;34;Minas Gerais;Sudeste;991900000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;04/07/2019;Nildete Martins;nildete@hotmail.com;61;Distrito Federal;Centro-Oeste;981800000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;05/07/2019;Adriane Martins;adriane@gmail.com;91;Par†;Norte;992100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;05/07/2019;Angelo Martins;angelo@hotmail.com;34;Minas Gerais;Sudeste;991000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;05/07/2019;Michele Martins;michele@gmail.com;47;Santa Catarina;Sul;992800000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;05/07/2019;Theodora Martins;theodora@gmail.com;11;S∆o Paulo;Sudeste;994000000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;05/07/2019;Raiff Martins;raiff@gmail.com;91;Par†;Norte;988400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;06/07/2019;Verìnica Martins;veronica@gmail.com;11;S∆o Paulo;Sudeste;995900000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;06/07/2019;Lenice Martins;lenice@gmail.com;11;S∆o Paulo;Sudeste;980800000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;06/07/2019;Ueslei Martins;ueslei@hotmail.com;71;Bahia;Nordeste;987600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;06/07/2019;Cleidson Martins;cleidson@gmail.com;71;Bahia;Nordeste;999400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;06/07/2019;Eliani Martins;eliani@hotmail.com;67;Mato Grosso do Sul;Centro-Oeste;984000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;06/07/2019;Adonizedeque Martins;adonizedeque@yahoo.com.br;84;Rio Grande do Norte;Nordeste;999800000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;07/07/2019;Leydilaura Martins;leydilaura@gmail.com;16;S∆o Paulo;Sudeste;988200000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;07/07/2019;Mìnica Martins;monica@hotmail.com;11;S∆o Paulo;Sudeste;941500000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;07/07/2019;Carmen Martins;carmen@yahoo.com.br;11;S∆o Paulo;Sudeste;991000000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;07/07/2019;Joseph Martins;joseph@gmail.com;51;Rio Grande do Sul;Sul;980300000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;08/07/2019;Orion Martins;orion@hotmail.com;83;Para°ba;Nordeste;987400000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;08/07/2019;Giordano Martins;giordano@hotmail.com;31;Minas Gerais;Sudeste;996200000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;08/07/2019;Ericsson Martins;ericsson@gmail.com;54;Rio Grande do Sul;Sul;991800000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;08/07/2019;Adyson Martins;adyson@gmail.com;83;Para°ba;Nordeste;999900000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;08/07/2019;Luciane Martins;luciane@gmail.com;11;S∆o Paulo;Sudeste;980500000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;08/07/2019;Cleciany Martins;cleciany@gmail.com;21;Rio de Janeiro;Sudeste;987100000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;08/07/2019;Flavio Martins;flavio@gmail.com;31;Minas Gerais;Sudeste;971600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;09/07/2019;Kaique Martins;kaique@gmail.com;75;Bahia;Nordeste;992900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;09/07/2019;Rosita Martins;rosita@hotmail.com;41;Paran†;Sul;992700000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;09/07/2019;Elielcio Martins;elielcio@yahoo.com;16;S∆o Paulo;Sudeste;997700000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;09/07/2019;Keity Martins;keity@hotmail.com;11;S∆o Paulo;Sudeste;952100000
Produto C;R$ 2.000;Cart∆o de Credito;7;Parcelado;09/07/2019;Nathalie Martins;nathalie@yahoo.com.br;21;Rio de Janeiro;Sudeste;991000000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;09/07/2019;Ezi Martins;ezi@hotmail.com;62;Goi†s;Centro-Oeste;982400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;09/07/2019;Evaldo Martins;evaldo@uol.com.br;31;Minas Gerais;Sudeste;999900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;09/07/2019;Mariah Martins;mariah@hotmail.com;35;Minas Gerais;Sudeste;991300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;09/07/2019;Deise Martins;deise@uol.com.br;11;S∆o Paulo;Sudeste;999700000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;10/07/2019;Taiane Martins;taiane@gmail.com;31;Minas Gerais;Sudeste;994900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;10/07/2019;Mabel Martins;mabel@gmail.com;11;S∆o Paulo;Sudeste;997800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;10/07/2019;Ricardo Martins;ricardo@gmail.com;17;S∆o Paulo;Sudeste;997400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;10/07/2019;Myssma Martins;myssma@gmail.com;94;Par†;Norte;988000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;10/07/2019;Otavio Martins;otavio@gmail.com;11;S∆o Paulo;Sudeste;916200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;10/07/2019;Ari Martins;ari@gmail.com;49;Santa Catarina;Sul;991100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;10/07/2019;Vanio Martins;vanio@hotmail.com;65;Mato Grosso;Centro-Oeste;999500000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;10/07/2019;ederson Martins;ederson@gmail.com;51;Rio Grande do Sul;Sul;996100000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;11/07/2019;Theo Martins;theo@gmail.com;11;S∆o Paulo;Sudeste;961400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;11/07/2019;Alonso Martins;alonso@hotmail.com;27;Esp°rito Santo;Sudeste;996400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/07/2019;Caio Martins;caio@hotmail.com;11;S∆o Paulo;Sudeste;970100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;11/07/2019;Eugànio Martins;eugenio@gmail.com;31;Minas Gerais;Sudeste;971800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;11/07/2019;Brunna Martins;brunna@gmail.com;44;Paran†;Sul;999400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;11/07/2019;Marli Martins;marli@gmail.com;11;S∆o Paulo;Sudeste;995700000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;12/07/2019;Stoni Martins;stoni@gmail.com;87;Pernambuco;Nordeste;996100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;12/07/2019;Grace Martins;grace@gmail.com;48;Santa Catarina;Sul;996100000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;12/07/2019;Maycon Martins;maycon@hotmail.com;11;S∆o Paulo;Sudeste;968000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;12/07/2019;Reinaldo Martins;reinaldo@uol.com.br;12;S∆o Paulo;Sudeste;997800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/07/2019;Virg°nia Martins;virginia@gmail.com;51;Rio Grande do Sul;Sul;991100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;12/07/2019;Landro Martins;landro@gmail.com;22;Rio de Janeiro;Sudeste;998700000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;12/07/2019;Hielena Martins;hielena@gmail.com;51;Rio Grande do Sul;Sul;984200000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;12/07/2019;Nicole Martins;nicole@gmail.com;11;S∆o Paulo;Sudeste;989800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;12/07/2019;Uilton Martins;uilton@gmail.com;16;S∆o Paulo;Sudeste;991500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;12/07/2019;Hiago Martins;hiago@gmail.com;62;Goi†s;Centro-Oeste;996300000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;13/07/2019;Ivaniele Martins;ivaniele@gmail.com;71;Bahia;Nordeste;993000000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;13/07/2019;Nielsen Martins;nielsen@gmail.com;21;Rio de Janeiro;Sudeste;996100000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;13/07/2019;Regiane Martins;regiane@gmail.com;16;S∆o Paulo;Sudeste;992400000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;13/07/2019;Marilia Martins;marilia@hotmail.com;11;S∆o Paulo;Sudeste;991000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;13/07/2019;Salete Martins;salete@hotmail.com;42;Paran†;Sul;999000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;13/07/2019;Adriene Martins;adriene@gmail.com;11;S∆o Paulo;Sudeste;941500000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;14/07/2019;Vinicius Martins;vinicius@hotmail.com;14;S∆o Paulo;Sudeste;998800000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;14/07/2019;Marialice Martins;marialice@gmail.com;84;Rio Grande do Norte;Nordeste;999200000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;14/07/2019;Aleilson Martins;aleilson@gmail.com;73;Bahia;Nordeste;982000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;14/07/2019;Nickolas Martins;nickolas@hotmail.com;11;S∆o Paulo;Sudeste;963000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;14/07/2019;Regis Martins;regis@hotmail.com;41;Paran†;Sul;999800000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;14/07/2019;Dielson Martins;dielson@yahoo.com.br;91;Par†;Norte;985600000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;14/07/2019;Marinaldo Martins;marinaldo@gmail.com;71;Bahia;Nordeste;992500000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;14/07/2019;Lino Martins;lino@gmail.com;61;Distrito Federal;Centro-Oeste;999700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/07/2019;Adelio Martins;adelio@gmail.com;21;Rio de Janeiro;Sudeste;995700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/07/2019;Giovani Martins;giovani@gmail.com;13;S∆o Paulo;Sudeste;997200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;15/07/2019;Joao Martins;joao@hotmail.com;11;S∆o Paulo;Sudeste;959900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/07/2019;Estefany Martins;estefany@hotmail.com;85;Cear†;Nordeste;988200000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;15/07/2019;Allissom Martins;allissom@outlook.com;41;Paran†;Sul;997900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/07/2019;Douglas Martins;douglas@hotmail.com;19;S∆o Paulo;Sudeste;997300000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;16/07/2019;Ondina Martins;ondina@gmail.com;93;Par†;Norte;990200000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;16/07/2019;Edelina Martins;edelina@gmail.com;91;Par†;Norte;992900000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;16/07/2019;Karen Martins;karen@gmail.com;11;S∆o Paulo;Sudeste;953300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;16/07/2019;Thiago Martins;thiago@outlook.com;11;S∆o Paulo;Sudeste;975600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;16/07/2019;Brunna Martins;brunna@gmail.com;22;Rio de Janeiro;Sudeste;981100000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/07/2019;Ludmily Martins;ludmily@hotmail.com;11;S∆o Paulo;Sudeste;992300000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;17/07/2019;Marcella Martins;marcella@yahoo.com.br;21;Rio de Janeiro;Sudeste;975100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;17/07/2019;Erivelton Martins;erivelton@hotmail.com;13;S∆o Paulo;Sudeste;988100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;17/07/2019;Jefferson Martins;jefferson@hotmail.com;18;S∆o Paulo;Sudeste;981000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;17/07/2019;Melissa Martins;melissa@hotmail.com;85;Cear†;Nordeste;996200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;17/07/2019;Helmut Martins;helmut@gmail.com;61;Distrito Federal;Centro-Oeste;981200000
Produto B;R$ 1.000;Cart∆o de Credito;9;Parcelado;17/07/2019;Wendel Martins;wendel@hotmail.com;84;Rio Grande do Norte;Nordeste;996200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;17/07/2019;Brunella Martins;brunella@hotmail.com;27;Esp°rito Santo;Sudeste;988700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/07/2019;Lays Martins;lays@gmail.com;91;Par†;Norte;989700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;18/07/2019;Andriela Martins;andriela@hotmail.com;11;S∆o Paulo;Sudeste;960500000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;18/07/2019;Ilton Martins;ilton@gmail.com;51;Rio Grande do Sul;Sul;999600000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;18/07/2019;Cec°lia Martins;cecilia@hotmail.com;85;Cear†;Nordeste;981000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/07/2019;Dayane Martins;dayane@hotmail.com;11;S∆o Paulo;Sudeste;995300000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;18/07/2019;Aldenira Martins;aldenira@hotmail.com;21;Rio de Janeiro;Sudeste;969600000
Produto C;R$ 2.000;Cart∆o de Credito;2;Parcelado;18/07/2019;Isamary Martins;isamary@hotmail.com;11;S∆o Paulo;Sudeste;964900000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;18/07/2019;Vilson Martins;vilson@gmail.com;51;Rio Grande do Sul;Sul;991800000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;18/07/2019;Lohan Martins;lohan@gmail.com;21;Rio de Janeiro;Sudeste;964300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/07/2019;Cleyton Martins;cleyton@gmail.com;62;Goi†s;Centro-Oeste;991000000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;19/07/2019;Ilse Martins;ilse@gmail.com;19;S∆o Paulo;Sudeste;998800000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;19/07/2019;Luane Martins;luane@gmail.com;48;Santa Catarina;Sul;996400000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;19/07/2019;Gregory Martins;gregory@gmail.com;16;S∆o Paulo;Sudeste;981900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/07/2019;Moacir Martins;moacir@hotmail.com;14;S∆o Paulo;Sudeste;998100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;19/07/2019;Nathanael Martins;nathanael@hotmail.com;41;Paran†;Sul;996200000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;19/07/2019;Andreia Martins;andreia@gmail.com;15;S∆o Paulo;Sudeste;998500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;19/07/2019;Iberica Martins;iberica@gmail.com;71;Bahia;Nordeste;999500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/07/2019;Irenice Martins;irenice@gmail.com;21;Rio de Janeiro;Sudeste;973700000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;20/07/2019;Nikolas Martins;nikolas@hotmail.com;11;S∆o Paulo;Sudeste;993400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;20/07/2019;Allysson Martins;allysson@outlook.com;35;Minas Gerais;Sudeste;998000000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;20/07/2019;Wellerson Martins;wellerson@gmail.com;31;Minas Gerais;Sudeste;992300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;20/07/2019;Debora Martins;debora@gmail.com;13;S∆o Paulo;Sudeste;982100000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;20/07/2019;Tamyris Martins;tamyris@yahoo.com.br;48;Santa Catarina;Sul;998000000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;20/07/2019;Tiffany Martins;tiffany@hotmail.com;41;Paran†;Sul;991000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;21/07/2019;Hyago Martins;hyago@gmail.com;82;Alagoas;Nordeste;999900000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;21/07/2019;Heleno Martins;heleno@gmail.com;69;Rondìnia;Norte;981000000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;21/07/2019;Gleiciane Martins;gleiciane@gmail.com;21;Rio de Janeiro;Sudeste;972500000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;21/07/2019;Napoleao Martins;napoleao@gmail.com;81;Pernambuco;Nordeste;988700000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;21/07/2019;Mariza Martins;mariza@gmail.com;11;S∆o Paulo;Sudeste;945900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/07/2019;Loraine Martins;loraine@hotmail.com;64;Goi†s;Centro-Oeste;996500000
